Station ID	Station Code	Station name	Year	Month	DisMean_m3s
29612	BUSEDRA	Drammenselva	2021	1	390.3482656
29612	BUSEDRA	Drammenselva	2021	2	329.0160239
29612	BUSEDRA	Drammenselva	2021	3	327.4800391
29612	BUSEDRA	Drammenselva	2021	4	333.6275129
29612	BUSEDRA	Drammenselva	2021	5	497.0184513
29612	BUSEDRA	Drammenselva	2021	6	423.802801
29612	BUSEDRA	Drammenselva	2021	7	228.3527372
29612	BUSEDRA	Drammenselva	2021	8	237.7399249
29612	BUSEDRA	Drammenselva	2021	9	171.1098262
29612	BUSEDRA	Drammenselva	2021	10	353.7993562
29612	BUSEDRA	Drammenselva	2021	11	355.9719669
29612	BUSEDRA	Drammenselva	2021	12	278.1496273
29613	TELESKI	Skienselva	2021	1	358.3779418
29613	TELESKI	Skienselva	2021	2	307.2426778
29613	TELESKI	Skienselva	2021	3	299.4698941
29613	TELESKI	Skienselva	2021	4	344.2685582
29613	TELESKI	Skienselva	2021	5	410.8801126
29613	TELESKI	Skienselva	2021	6	277.6577173
29613	TELESKI	Skienselva	2021	7	237.9512025
29613	TELESKI	Skienselva	2021	8	198.0865418
29613	TELESKI	Skienselva	2021	9	210.4037358
29613	TELESKI	Skienselva	2021	10	259.5921903
29613	TELESKI	Skienselva	2021	11	344.1448375
29613	TELESKI	Skienselva	2021	12	264.0777087
29614	VAGEOTR	Otra	2021	1	158.5188402
29614	VAGEOTR	Otra	2021	2	163.7991862
29614	VAGEOTR	Otra	2021	3	170.1511906
29614	VAGEOTR	Otra	2021	4	161.7744847
29614	VAGEOTR	Otra	2021	5	160.9583957
29614	VAGEOTR	Otra	2021	6	106.8917176
29614	VAGEOTR	Otra	2021	7	100.0770044
29614	VAGEOTR	Otra	2021	8	80.68219281
29614	VAGEOTR	Otra	2021	9	98.6500458
29614	VAGEOTR	Otra	2021	10	147.2148978
29614	VAGEOTR	Otra	2021	11	186.0952634
29614	VAGEOTR	Otra	2021	12	162.5057597
29615	VESENUM	NumedalslÜgen	2021	1	151.5872461
29615	VESENUM	NumedalslÜgen	2021	2	126.7858209
29615	VESENUM	NumedalslÜgen	2021	3	121.3009172
29615	VESENUM	NumedalslÜgen	2021	4	141.8395549
29615	VESENUM	NumedalslÜgen	2021	5	238.1631659
29615	VESENUM	NumedalslÜgen	2021	6	92.65725411
29615	VESENUM	NumedalslÜgen	2021	7	86.64614016
29615	VESENUM	NumedalslÜgen	2021	8	70.86709333
29615	VESENUM	NumedalslÜgen	2021	9	65.90390259
29615	VESENUM	NumedalslÜgen	2021	10	140.1652937
29615	VESENUM	NumedalslÜgen	2021	11	124.8187556
29615	VESENUM	NumedalslÜgen	2021	12	102.4849097
29617	?STEGLO	Glomma ved Sarpsfoss	2021	1	843.5662528
29617	?STEGLO	Glomma ved Sarpsfoss	2021	2	544.479381
29617	?STEGLO	Glomma ved Sarpsfoss	2021	3	504.9123858
29617	?STEGLO	Glomma ved Sarpsfoss	2021	4	616.4776941
29617	?STEGLO	Glomma ved Sarpsfoss	2021	5	1188.125986
29617	?STEGLO	Glomma ved Sarpsfoss	2021	6	1267.360574
29617	?STEGLO	Glomma ved Sarpsfoss	2021	7	715.5339877
29617	?STEGLO	Glomma ved Sarpsfoss	2021	8	536.7698385
29617	?STEGLO	Glomma ved Sarpsfoss	2021	9	470.5941051
29617	?STEGLO	Glomma ved Sarpsfoss	2021	10	1056.120953
29617	?STEGLO	Glomma ved Sarpsfoss	2021	11	892.2795344
29617	?STEGLO	Glomma ved Sarpsfoss	2021	12	610.6192197
29778	STREORK	Orkla	2021	1	56.06239792
29778	STREORK	Orkla	2021	2	50.28202546
29778	STREORK	Orkla	2021	3	36.12337329
29778	STREORK	Orkla	2021	4	37.53770449
29778	STREORK	Orkla	2021	5	160.8580007
29778	STREORK	Orkla	2021	6	61.7411469
29778	STREORK	Orkla	2021	7	36.80861093
29778	STREORK	Orkla	2021	8	70.27318645
29778	STREORK	Orkla	2021	9	57.13214172
29778	STREORK	Orkla	2021	10	68.41116081
29778	STREORK	Orkla	2021	11	63.33314747
29778	STREORK	Orkla	2021	12	52.8349107
29779	FINEALT	Altaelva	2021	1	41.03814216
29779	FINEALT	Altaelva	2021	2	39.52083216
29779	FINEALT	Altaelva	2021	3	38.19919745
29779	FINEALT	Altaelva	2021	4	49.25093355
29779	FINEALT	Altaelva	2021	5	116.1973897
29779	FINEALT	Altaelva	2021	6	411.1621948
29779	FINEALT	Altaelva	2021	7	72.72182549
29779	FINEALT	Altaelva	2021	8	53.58135098
29779	FINEALT	Altaelva	2021	9	77.39712928
29779	FINEALT	Altaelva	2021	10	70.23735509
29779	FINEALT	Altaelva	2021	11	48.43773928
29779	FINEALT	Altaelva	2021	12	40.56092545
29782	NOREVEF	Vefsna	2021	1	40.2613157
29782	NOREVEF	Vefsna	2021	2	52.28024841
29782	NOREVEF	Vefsna	2021	3	115.1898037
29782	NOREVEF	Vefsna	2021	4	86.20638396
29782	NOREVEF	Vefsna	2021	5	320.3895432
29782	NOREVEF	Vefsna	2021	6	389.0585349
29782	NOREVEF	Vefsna	2021	7	159.9365759
29782	NOREVEF	Vefsna	2021	8	81.45474073
29782	NOREVEF	Vefsna	2021	9	118.7183386
29782	NOREVEF	Vefsna	2021	10	205.085043
29782	NOREVEF	Vefsna	2021	11	141.2626001
29782	NOREVEF	Vefsna	2021	12	79.20387518
29783	ROGEORR	Orreelva	2021	1	6.124356169
29783	ROGEORR	Orreelva	2021	2	7.532196991
29783	ROGEORR	Orreelva	2021	3	6.192795315
29783	ROGEORR	Orreelva	2021	4	3.2264795
29783	ROGEORR	Orreelva	2021	5	0.84248496
29783	ROGEORR	Orreelva	2021	6	0.96600433
29783	ROGEORR	Orreelva	2021	7	3.614945944
29783	ROGEORR	Orreelva	2021	8	2.48733225
29783	ROGEORR	Orreelva	2021	9	0.95645632
29783	ROGEORR	Orreelva	2021	10	9.892169589
29783	ROGEORR	Orreelva	2021	11	10.5986003
29783	ROGEORR	Orreelva	2021	12	3.257216952
29819	FINEPAS	Pasvikelva	2021	1	46.68030842
29819	FINEPAS	Pasvikelva	2021	2	53.56477839
29819	FINEPAS	Pasvikelva	2021	3	56.12621324
29819	FINEPAS	Pasvikelva	2021	4	238.7243453
29819	FINEPAS	Pasvikelva	2021	5	553.2786169
29819	FINEPAS	Pasvikelva	2021	6	321.8396137
29819	FINEPAS	Pasvikelva	2021	7	177.3034024
29819	FINEPAS	Pasvikelva	2021	8	163.8834251
29819	FINEPAS	Pasvikelva	2021	9	96.66955849
29819	FINEPAS	Pasvikelva	2021	10	134.114966
29819	FINEPAS	Pasvikelva	2021	11	116.02437
29819	FINEPAS	Pasvikelva	2021	12	74.5894346
29820	FINETAN	Tanaelva	2021	1	59.89757861
29820	FINETAN	Tanaelva	2021	2	51.78530187
29820	FINETAN	Tanaelva	2021	3	46.01494688
29820	FINETAN	Tanaelva	2021	4	79.46552703
29820	FINETAN	Tanaelva	2021	5	291.2715555
29820	FINETAN	Tanaelva	2021	6	739.344445
29820	FINETAN	Tanaelva	2021	7	171.4918116
29820	FINETAN	Tanaelva	2021	8	139.0938055
29820	FINETAN	Tanaelva	2021	9	124.3078412
29820	FINETAN	Tanaelva	2021	10	122.8566541
29820	FINETAN	Tanaelva	2021	11	97.79060491
29820	FINETAN	Tanaelva	2021	12	69.71324007
29821	HOREVOS	Vosso (Bolstadelvi)	2021	1	10.89969177
29821	HOREVOS	Vosso (Bolstadelvi)	2021	2	35.3136894
29821	HOREVOS	Vosso (Bolstadelvi)	2021	3	45.84413153
29821	HOREVOS	Vosso (Bolstadelvi)	2021	4	48.34271963
29821	HOREVOS	Vosso (Bolstadelvi)	2021	5	119.165851
29821	HOREVOS	Vosso (Bolstadelvi)	2021	6	154.3312014
29821	HOREVOS	Vosso (Bolstadelvi)	2021	7	40.93601444
29821	HOREVOS	Vosso (Bolstadelvi)	2021	8	13.58834501
29821	HOREVOS	Vosso (Bolstadelvi)	2021	9	39.684372
29821	HOREVOS	Vosso (Bolstadelvi)	2021	10	204.3431578
29821	HOREVOS	Vosso (Bolstadelvi)	2021	11	94.71131454
29821	HOREVOS	Vosso (Bolstadelvi)	2021	12	39.92716549
29822	MROEDRI	Driva	2021	1	18.57150182
29822	MROEDRI	Driva	2021	2	16.62462049
29822	MROEDRI	Driva	2021	3	25.51003875
29822	MROEDRI	Driva	2021	4	27.98711923
29822	MROEDRI	Driva	2021	5	102.2201892
29822	MROEDRI	Driva	2021	6	218.1496832
29822	MROEDRI	Driva	2021	7	59.70159408
29822	MROEDRI	Driva	2021	8	46.18341684
29822	MROEDRI	Driva	2021	9	38.27008396
29822	MROEDRI	Driva	2021	10	41.22098648
29822	MROEDRI	Driva	2021	11	44.68911399
29822	MROEDRI	Driva	2021	12	33.01237345
29832	ROGEBJE	Bjerkreimselva	2021	1	38.58469401
29832	ROGEBJE	Bjerkreimselva	2021	2	39.59579648
29832	ROGEBJE	Bjerkreimselva	2021	3	43.54004955
29832	ROGEBJE	Bjerkreimselva	2021	4	35.58018977
29832	ROGEBJE	Bjerkreimselva	2021	5	44.97867813
29832	ROGEBJE	Bjerkreimselva	2021	6	37.15067505
29832	ROGEBJE	Bjerkreimselva	2021	7	24.35844111
29832	ROGEBJE	Bjerkreimselva	2021	8	22.45596026
29832	ROGEBJE	Bjerkreimselva	2021	9	15.07783696
29832	ROGEBJE	Bjerkreimselva	2021	10	42.14299517
29832	ROGEBJE	Bjerkreimselva	2021	11	51.16833609
29832	ROGEBJE	Bjerkreimselva	2021	12	25.34197831
29837	ROGEVIK	Vikedalselva	2021	1	6.121245664
29837	ROGEVIK	Vikedalselva	2021	2	7.758593255
29837	ROGEVIK	Vikedalselva	2021	3	8.2057965
29837	ROGEVIK	Vikedalselva	2021	4	8.777514951
29837	ROGEVIK	Vikedalselva	2021	5	5.352736654
29837	ROGEVIK	Vikedalselva	2021	6	4.550154894
29837	ROGEVIK	Vikedalselva	2021	7	3.580750009
29837	ROGEVIK	Vikedalselva	2021	8	3.26507042
29837	ROGEVIK	Vikedalselva	2021	9	3.458079195
29837	ROGEVIK	Vikedalselva	2021	10	12.4325019
29837	ROGEVIK	Vikedalselva	2021	11	13.89608934
29837	ROGEVIK	Vikedalselva	2021	12	7.731365876
29842	SFJENAU	Nausta	2021	1	7.626652968
29842	SFJENAU	Nausta	2021	2	9.813869474
29842	SFJENAU	Nausta	2021	3	11.70913372
29842	SFJENAU	Nausta	2021	4	11.73267771
29842	SFJENAU	Nausta	2021	5	14.02553697
29842	SFJENAU	Nausta	2021	6	16.73705279
29842	SFJENAU	Nausta	2021	7	9.819514513
29842	SFJENAU	Nausta	2021	8	7.443083508
29842	SFJENAU	Nausta	2021	9	9.052682336
29842	SFJENAU	Nausta	2021	10	27.27918696
29842	SFJENAU	Nausta	2021	11	22.05826417
29842	SFJENAU	Nausta	2021	12	13.07079073
29844	STRENID	Nidelva (Tr.heim)	2021	1	19.47877257
29844	STRENID	Nidelva (Tr.heim)	2021	2	18.44423165
29844	STRENID	Nidelva (Tr.heim)	2021	3	44.68697754
29844	STRENID	Nidelva (Tr.heim)	2021	4	60.65078386
29844	STRENID	Nidelva (Tr.heim)	2021	5	170.9393598
29844	STRENID	Nidelva (Tr.heim)	2021	6	137.127681
29844	STRENID	Nidelva (Tr.heim)	2021	7	51.15362777
29844	STRENID	Nidelva (Tr.heim)	2021	8	78.79055581
29844	STRENID	Nidelva (Tr.heim)	2021	9	80.74761351
29844	STRENID	Nidelva (Tr.heim)	2021	10	72.96975794
29844	STRENID	Nidelva (Tr.heim)	2021	11	84.49163982
29844	STRENID	Nidelva (Tr.heim)	2021	12	68.82711702
29848	TROEMèL	Malselv	2021	1	22.86903941
29848	TROEMèL	Malselv	2021	2	17.41179413
29848	TROEMèL	Malselv	2021	3	30.25306246
29848	TROEMèL	Malselv	2021	4	50.56275464
29848	TROEMèL	Malselv	2021	5	83.98621969
29848	TROEMèL	Malselv	2021	6	275.6935151
29848	TROEMèL	Malselv	2021	7	113.2201843
29848	TROEMèL	Malselv	2021	8	52.58334546
29848	TROEMèL	Malselv	2021	9	45.22213157
29848	TROEMèL	Malselv	2021	10	36.16543424
29848	TROEMèL	Malselv	2021	11	34.80815557
29848	TROEMèL	Malselv	2021	12	31.78243768
30019	AAGEVEG	VegÜrdselva	2021	1	22.15292041
30019	AAGEVEG	VegÜrdselva	2021	2	11.49112213
30019	AAGEVEG	VegÜrdselva	2021	3	18.87399196
30019	AAGEVEG	VegÜrdselva	2021	4	9.906740904
30019	AAGEVEG	VegÜrdselva	2021	5	12.14293107
30019	AAGEVEG	VegÜrdselva	2021	6	8.613731616
30019	AAGEVEG	VegÜrdselva	2021	7	5.672732343
30019	AAGEVEG	VegÜrdselva	2021	8	4.468651659
30019	AAGEVEG	VegÜrdselva	2021	9	2.668766289
30019	AAGEVEG	VegÜrdselva	2021	10	12.4030489
30019	AAGEVEG	VegÜrdselva	2021	11	11.44618119
30019	AAGEVEG	VegÜrdselva	2021	12	6.066402419
36225	OSLEALN	Alna	2021	1	1.437031616
36225	OSLEALN	Alna	2021	2	1.042633036
36225	OSLEALN	Alna	2021	3	1.291144544
36225	OSLEALN	Alna	2021	4	0.97595493
36225	OSLEALN	Alna	2021	5	1.239227219
36225	OSLEALN	Alna	2021	6	0.615165252
36225	OSLEALN	Alna	2021	7	1.119776894
36225	OSLEALN	Alna	2021	8	0.392591465
36225	OSLEALN	Alna	2021	9	0.520143993
36225	OSLEALN	Alna	2021	10	3.078492555
36225	OSLEALN	Alna	2021	11	1.016783092
36225	OSLEALN	Alna	2021	12	0.473709852
38005	TROEMèL2	MÜlselva v/gml E6-brua	2021	1	40.73079098
38005	TROEMèL2	MÜlselva v/gml E6-brua	2021	2	31.01119092
38005	TROEMèL2	MÜlselva v/gml E6-brua	2021	3	53.88206917
38005	TROEMèL2	MÜlselva v/gml E6-brua	2021	4	90.05454727
38005	TROEMèL2	MÜlselva v/gml E6-brua	2021	5	149.5832465
38005	TROEMèL2	MÜlselva v/gml E6-brua	2021	6	491.0225889
38005	TROEMèL2	MÜlselva v/gml E6-brua	2021	7	201.6502564
38005	TROEMèL2	MÜlselva v/gml E6-brua	2021	8	93.65331068
38005	TROEMèL2	MÜlselva v/gml E6-brua	2021	9	80.54265662
38005	TROEMèL2	MÜlselva v/gml E6-brua	2021	10	64.41227007
38005	TROEMèL2	MÜlselva v/gml E6-brua	2021	11	61.99489551
38005	TROEMèL2	MÜlselva v/gml E6-brua	2021	12	56.60595545
